,task,valueA,valueB,action,logprobA,logprobB
1208,4863,24.299999999999997,27.800000000000004,J,-3.5728734,-0.037587516
1209,1451,29.200000000000003,25.4,J,-3.344534,-0.045625914
1210,7374,8.0,1.7000000000000002,J,-2.7396948,-0.08045404
1211,11458,-4.8000000000000025,-10.000000000000174,J,-1.3860341,-0.30496982
1212,2747,-1.0,-4.0,J,-3.2964163,-0.04762384
1213,12586,8.0,10.399999999999944,J,-1.1206018,-0.4106255
1214,11893,15.0,15.0,F,-0.6475827,-0.7785031
1215,6659,-4.8,-11.399999999999991,J,-1.0447748,-0.45944753
1216,6100,18.0,23.200000000000003,J,-3.3579564,-0.0451247
1217,10655,28.25,15.08,J,-3.146928,-0.05515649
1218,3954,-4.75,-2.799999999999974,J,-3.2264495,-0.052928682
1219,13504,13.0,22.600000000000005,J,-3.5133464,-0.037760507
1220,10843,15.0,16.869999999999997,F,-0.53176767,-0.9313495
1221,2446,25.0,22.0,J,-0.84197974,-0.59200644
1222,11097,12.8,13.0,J,-2.7871764,-0.07545529
1223,4261,-4.65,-7.5,J,-3.3877273,-0.043490928
1224,13659,8.0,12.55,J,-3.070675,-0.060844596
1225,402,23.05,20.550000000000004,F,-0.54172564,-0.9025846
1226,2583,13.0,12.599999999999998,J,-1.2219547,-0.36619025
1227,4093,7.0,9.5,J,-0.7692069,-0.6455801
1228,1794,14.0,11.250000000000002,J,-3.2157328,-0.050945688
1229,1217,22.000000000000004,21.950000000000003,F,-0.437163,-1.087239
1230,4266,-10.0,-9.999999999999973,J,-0.86809605,-0.5684211
1231,9122,-7.43,-14.25,J,-0.93052435,-0.52759504
1232,12945,-4.0,-11.8,J,-1.0040891,-0.4781435
1233,424,18.00000000000001,14.4,J,-3.2774975,-0.047587834
1234,10885,-7.0,4.800000000000008,J,-0.78292257,-0.63627607
1235,829,-5.0,-7.6,J,-3.6347177,-0.032734137
1236,2328,14.000000000000002,14.03,J,-3.4575613,-0.040159147
1237,7487,18.0,18.0,J,-1.1667283,-0.38904488
1238,10019,-5.8,-13.000000000000002,J,-3.4085288,-0.04243652
1239,4653,26.25,27.0,F,-0.6665775,-0.75095874
1240,7329,28.0,32.43,J,-0.8659082,-0.5740381
1241,9098,8.0,18.000000000000014,J,-1.0042579,-0.48214602
1242,4069,12.0,15.200000000000003,J,-0.90731543,-0.543504
1243,11300,23.0,25.399999999999945,J,-3.883126,-0.025752334
1244,11105,-8.0,-2.0,J,-1.5035521,-0.26314038
1245,11102,-5.8999999999999995,-13.000000000000004,J,-0.7603106,-0.6537775
1246,8085,14.0,15.500000000000002,J,-3.3225951,-0.04857976
1247,8100,19.0,19.20000000000005,F,-0.6735366,-0.7406867
1248,379,11.0,10.690000000000001,J,-0.7434934,-0.6717351
1249,911,14.799999999999999,7.5,J,-0.79906607,-0.62653875
1250,3133,28.0,34.400000000000006,J,-1.0601696,-0.4464993
1251,7707,30.1,21.4,J,-3.4019058,-0.041361917
1252,8784,17.0,17.0,J,-1.1794931,-0.3888513
1253,660,18.0,17.199999999999996,J,-3.24663,-0.047703292
1254,13502,-6.0,-4.800000000000001,J,-0.8432751,-0.58697706
1255,5716,3.0,6.700000000000041,J,-0.7497282,-0.6690531
1256,13004,8.000000000000005,8.0,J,-3.1693501,-0.052224003
1257,6244,6.0,9.0,J,-3.3474526,-0.045292884
1258,13511,10.00000000000001,17.00000000000001,J,-3.0267906,-0.063455835
1259,301,-1.0,-3.799999999999999,J,-1.3048441,-0.33948153
1260,5593,12.999999999999995,13.0,J,-2.7304535,-0.08046922
1261,6140,28.0,29.60000000000001,J,-3.6057408,-0.037164353
1262,9063,9.000000000000004,-4.83,J,-0.99279153,-0.48645344
1263,7121,26.0,24.2,J,-1.0714203,-0.44058004
1264,391,28.25,28.0,J,-0.71231353,-0.7012547
1265,12895,24.0,11.600000000000001,J,-3.3790467,-0.044486374
1266,3940,-8.0,2.6000000000000014,J,-3.0320535,-0.06144598
1267,11004,16.1,10.18,J,-3.3231504,-0.047454573
1268,10914,27.0,33.5,J,-3.8158545,-0.028270492
1269,6110,19.60000000000003,28.0,J,-1.4893986,-0.26787528
1270,2501,9.0,6.5,J,-3.0209057,-0.06307009
1271,12729,30.300000000000004,29.6,J,-2.7877953,-0.07585453
1272,8810,1.0,4.2,J,-3.4040174,-0.044434715
1273,14362,-5.0,0.2999999999999998,J,-3.3494906,-0.044223305
1274,12556,2.0,7.0,J,-3.4113011,-0.047074333
1275,5162,16.6,18.5,J,-1.4469,-0.2868487
1276,10725,-8.75,-12.150000000000002,J,-3.1372147,-0.05336952
1277,8584,-1.0,-2.0000000000000036,J,-3.2637525,-0.0498112
1278,7362,30.25,27.6,J,-3.009963,-0.061574087
1279,13296,8.0,12.069999999999999,F,-0.647227,-0.7804381
1280,1188,4.6000000000000005,-0.8000000000000007,J,-3.1411808,-0.05355746
1281,3943,12.0,14.0,J,-3.2574463,-0.049927052
1282,2306,-5.0,-6.8500000000000005,F,-0.6865221,-0.7283483
1283,7552,8.000000000000039,8.0,J,-0.95536655,-0.50929683
1284,3968,-3.6,-3.400000000000096,J,-3.4290025,-0.03982715
1285,9281,22.0,27.199999999999893,J,-3.732681,-0.030414583
1286,12885,27.000000000000004,16.36,J,-1.4217025,-0.29807198
1287,2123,12.999999999999993,10.88,F,-0.67550063,-0.75528115
1288,9779,-1.4,-5.1,J,-3.475111,-0.040495314
1289,624,2.0,2.40000000000002,J,-3.5426779,-0.038876794
1290,13119,6.0,3.6,J,-3.3333578,-0.048457004
1291,826,18.0,19.599999999999998,J,-1.1789228,-0.38795102
1292,9378,11.800000000000022,11.000000000000005,F,-0.64950633,-0.7659327
1293,3136,-3.0,6.079999999999999,J,-0.8385997,-0.59326506
1294,11322,28.0,28.0,F,-0.66247964,-0.75048476
1295,9429,9.0,14.400000000000002,J,-3.35226,-0.04672178
1296,7264,-0.4,-8.599999999999998,J,-3.3061006,-0.047118943
1297,223,-4.0,-8.75,J,-3.1818306,-0.05240388
1298,13360,20.300000000000022,23.65,J,-3.2017589,-0.05203028
1299,9408,27.25,25.200000000000003,J,-0.7614396,-0.6543801
1300,7018,14.459999999999999,27.75,J,-1.209671,-0.37607193
1301,5328,12.25,5.0,J,-3.121385,-0.05853432
1302,1701,29.0,27.39999999999991,J,-3.795803,-0.027912304
1303,12395,9.0,15.75,J,-0.8500649,-0.58478904
1304,10576,8.000000000000012,10.0,J,-2.923956,-0.066274665
1305,255,1.8000000000000007,0.75,J,-3.2774131,-0.051102497
1306,13216,-1.0,-10.400000000000002,J,-3.38357,-0.04236078
1307,1359,19.369999999999997,19.0,J,-3.3319042,-0.044419076
1308,549,19.0,15.400000000000002,J,-0.91731554,-0.5283043
1309,10607,15.28,21.1,J,-3.0198448,-0.060562946
1310,12669,23.299999999999994,20.6,J,-3.0159252,-0.059874568
1311,5810,22.30000000000001,19.169999999999998,J,-3.496715,-0.03968028
1312,6304,2.4,9.199999999999935,J,-1.2100397,-0.37228456
1313,11433,20.75,28.4,J,-0.7293832,-0.687679
1314,1609,20.0,13.8,F,-0.69228095,-0.718385
1315,7871,28.0,22.6,J,-3.6837547,-0.03396331
1316,6945,13.0,11.75,J,-3.2148407,-0.05064473
1317,1323,-8.0,-8.88,J,-3.2386658,-0.048842847
1318,10338,25.0,23.16,J,-3.7571971,-0.031159258
1319,13082,19.75,20.5,J,-0.80650085,-0.6188388
1320,13044,12.0,17.0,J,-0.7889741,-0.6349709
1321,2922,27.0,37.99999999999983,J,-1.2949041,-0.33759826
1322,8288,6.800000000000041,15.55,J,-2.8973842,-0.071756065
1323,7692,7.0,11.88,J,-3.277401,-0.051570956
1324,1698,-2.27,-0.94,J,-0.72991544,-0.6843527
1325,4445,25.199999999999992,30.25,J,-3.4641528,-0.03812745
1326,5687,6.0,7.200000000000008,J,-0.71596533,-0.70149046
1327,11132,23.0,23.75,J,-1.2788833,-0.34153384
1328,5299,25.000000000000004,18.5,J,-3.151513,-0.05612111
1329,3086,4.0,4.000000000000001,J,-0.7204262,-0.6898896
1330,2247,0.0,3.75,J,-1.2520216,-0.35029966
1331,5339,-7.0,-9.0,J,-0.8334629,-0.59327227
1332,7065,-5.0,-7.32,J,-3.4201617,-0.042991087
1333,13318,14.0,10.5,J,-3.2810154,-0.04896779
1334,6213,9.0,0.55,J,-3.2109199,-0.051223323
1335,12368,6.0,9.0,J,-3.3714697,-0.04328041
1336,3828,9.65,11.5,J,-1.4208274,-0.289415
1337,1334,4.0,8.46,J,-1.3882871,-0.3021685
1338,364,5.000000000000001,-1.9999999999999942,J,-2.9647372,-0.06280545
1339,4368,30.0,30.0,F,-0.60511243,-0.8246159
1340,5486,1.0,-1.4999999999999991,J,-3.2176852,-0.055648454
1341,2387,6.739999999999999,7.0,J,-3.0346448,-0.062274735
1342,11211,15.0,16.2,J,-3.4137642,-0.041680776
1343,5917,19.0,18.8,J,-3.2548268,-0.04713756
1344,13277,23.200000000000003,22.300000000000004,J,-0.96125513,-0.5038062
1345,4539,10.0,3.6000000000000014,J,-0.90531415,-0.54191077
1346,1480,22.0,16.0,F,-0.68728274,-0.73165333
1347,9153,9.0,20.999999999999986,J,-0.8387428,-0.5911289
1348,11118,27.6,41.06,J,-0.9838279,-0.50650257
1349,13604,21.0,23.899999999999995,J,-0.8457016,-0.5882991
1350,11676,1.0,9.0,J,-3.351463,-0.046570085
1351,6871,19.0,23.75,J,-3.403644,-0.040694818
1352,10216,14.0,22.75,J,-3.1549468,-0.053886212
1353,7233,-3.8000000000000007,-4.0,J,-1.0690447,-0.43821967
1354,5111,6.0,-0.25,J,-1.0025837,-0.47534683
1355,6444,15.0,10.600000000000001,J,-1.3053398,-0.33119592
1356,10410,-4.75,-9.000000000000032,J,-3.0713227,-0.05884119
1357,11821,21.0,20.0,J,-3.2576714,-0.050500903
1358,10630,30.3,34.19999999999993,J,-1.261488,-0.3512935
1359,11391,5.0,13.800000000000002,J,-2.9823925,-0.06557026
1360,7134,-4.75,-7.400000000000002,J,-1.1332128,-0.40868735
1361,11932,5.0,1.25,J,-0.94076556,-0.51604474
1362,10917,0.0,-1.5999999999999996,J,-0.8839794,-0.5569951
1363,6259,0.0,-9.5,J,-0.8351733,-0.5963751
1364,7060,30.0,22.72,F,-0.596953,-0.8393121
1365,2593,16.49,19.0,J,-3.0448358,-0.066365935
1366,2272,0.0,-6.93,J,-0.88994473,-0.5514743
1367,5925,13.199999999999994,10.599999999999994,J,-3.0152748,-0.06191525
1368,13904,4.0,9.100000000000001,J,-2.9816446,-0.06594182
1369,3574,21.0,21.200000000000003,F,-0.45179895,-1.062078
1370,9239,-9.0,-9.0,J,-1.1286309,-0.42334864
1371,2444,13.67,14.0,F,-0.69995224,-0.71773064
1372,13783,15.0,17.2,J,-0.95314944,-0.51692355
1373,10853,1.0,1.2000000000000002,J,-3.4893973,-0.042652525
1374,12834,-1.9999999999999982,-6.299999999999982,J,-1.5554993,-0.25713655
1375,1436,-7.800000000000002,-5.4,J,-0.97701406,-0.5009895
1376,2200,-8.0,-10.790000000000001,J,-2.9831064,-0.06476395
1377,3458,-9.599999999999985,-14.5,J,-3.1209226,-0.05475322
1378,4313,20.0,18.5,J,-1.2620636,-0.34708193
1379,3839,27.0,32.949999999999996,J,-3.998792,-0.023804914
1380,8116,13.0,13.799999999999912,J,-1.2169015,-0.36399987
1381,3729,18.000000000000004,21.5,J,-1.2295307,-0.36350092
1382,10944,10.0,10.0,J,-1.0489341,-0.45248914
1383,4371,11.0,12.000000000000004,J,-3.3817472,-0.04450164
1384,7944,9.0,3.25,J,-3.4003246,-0.041787107
1385,10632,2.92,-0.25,J,-0.90492904,-0.5432137
1386,10828,-8.9,-9.0,J,-3.0462375,-0.060355574
1387,1629,11.0,10.600000000000001,F,-0.7008852,-0.7132982
1388,2480,-8.0,-9.650000000000002,J,-2.9668095,-0.063401856
1389,11685,-9.0,-4.25,J,-1.0302958,-0.462892
1390,815,-7.300000000000001,0.25,J,-2.9680817,-0.06146202
1391,958,-1.0,-5.319999999999999,J,-3.4187548,-0.043079574
1392,2827,-9.0,-3.75,J,-2.5996659,-0.10311817
1393,945,0.0,2.9999999999999982,J,-0.91075015,-0.5332
1394,9763,5.0,14.0,J,-1.5188767,-0.2626015
1395,8038,-10.0,3.75,J,-3.2162573,-0.050581276
1396,1205,8.0,4.300000000000029,F,-0.5698823,-0.8731736
1397,2798,14.25,16.0,J,-2.9716341,-0.061456945
1398,8544,28.8,20.9,J,-2.9654977,-0.06588936
1399,11089,-6.0,-5.9799999999999995,J,-1.0818788,-0.43393925
1400,8709,8.0,8.0,J,-0.7597917,-0.66677403
1401,2293,22.12,22.0,J,-3.8640614,-0.029117713
1402,5086,-4.75,-7.600000000000049,J,-1.3833792,-0.3009665
1403,12475,26.000000000000004,20.35,J,-1.0125426,-0.47879964
1404,4738,10.0,15.25,J,-3.0225396,-0.06172617
1405,6202,18.9,25.799999999999986,J,-3.1696424,-0.05278114
1406,1909,5.0,12.0,J,-1.1961457,-0.37573007
1407,8105,19.009999999999998,22.0,F,-0.64736986,-0.7771915
1408,2980,23.75,26.399999999999903,J,-3.2177563,-0.04874234
1409,10307,-9.8,1.8,J,-3.1922956,-0.050001737
1410,10323,7.0,9.25,J,-1.3541155,-0.3131838
1411,7521,14.4,14.0,J,-2.6656425,-0.08797524
1412,9683,18.0,18.6,F,-0.67801124,-0.7465671
1413,4363,5.0,13.5,J,-1.4732845,-0.2735393
1414,501,22.0,22.0,J,-3.1017387,-0.055767935
1415,7335,9.0,10.0,J,-3.2032673,-0.053651225
1416,1176,19.0,8.199999999999989,J,-3.3091629,-0.04416525
1417,2198,-4.0,-11.729999999999999,J,-3.3543606,-0.046804592
1418,4429,3.000000000000005,-5.6000000000000005,J,-0.92508364,-0.528668
1419,564,28.0,20.299999999999937,J,-3.7707932,-0.030398484
1420,665,-0.09999999999999998,-4.4,J,-3.1389122,-0.05593105
1421,11851,25.0,18.4,J,-3.7037253,-0.031011138
1422,3978,22.0,15.6,J,-1.1057565,-0.4223478
1423,2159,10.0,8.4,F,-0.69473684,-0.7258915
1424,11546,4.000000000000001,6.899999999999986,J,-2.937208,-0.06746088
1425,5864,1.0,1.1500000000000001,F,-0.70055395,-0.7143784
1426,7755,-3.0,-1.199999999999997,J,-0.8484582,-0.58047193
1427,3431,29.0,36.24999999999992,J,-2.6049128,-0.08951114
1428,9523,-8.0,-3.5999999999999996,J,-0.8351566,-0.59335244
1429,3174,12.0,10.950000000000001,J,-0.76310074,-0.6538573
1430,9450,15.800000000000002,17.4,J,-1.090388,-0.43073526
1431,6328,24.2,21.5,J,-1.1155058,-0.4176069
1432,1311,14.600000000000026,23.85,J,-3.1686766,-0.050479963
1433,5991,10.96,11.0,J,-3.0578566,-0.0594704
1434,5271,11.100000000000001,17.75,J,-3.158142,-0.05002417
1435,3656,-6.0,-4.0000000000000036,J,-1.0211658,-0.4639244
1436,1720,-4.199999999999999,-3.0,J,-3.159603,-0.05489955
1437,124,0.6000000000000001,3.5,J,-3.0532486,-0.05818894
1438,5516,28.0,30.75,J,-3.6740623,-0.035606336
1439,12070,23.0,19.500000000000043,J,-3.1431782,-0.055621233
1440,7444,-3.0,-8.47,J,-3.512662,-0.03933447
1441,12501,21.300000000000004,26.600000000000033,J,-0.9902995,-0.49409136
1442,7583,-3.0,-8.7,J,-3.3944764,-0.043429296
1443,12366,24.0,20.6,F,-0.64308524,-0.77145356
1444,3799,14.0,16.5,J,-3.2260542,-0.053193424
1445,3876,-5.0,-12.55,J,-0.7619322,-0.65233195
1446,13784,6.0,2.2,J,-3.290778,-0.047320522
1447,10301,16.0,14.8,J,-3.3050888,-0.053189088
1448,5490,16.0,16.400000000000002,J,-3.2294292,-0.051588155
1449,13624,24.0,35.59,J,-3.5746,-0.03800578
1450,11706,-10.0,-6.210000000000001,J,-3.1603804,-0.055766236
1451,13354,14.0,12.9,F,-0.4753578,-1.0159233
1452,12987,-1.0,-1.0,J,-3.429932,-0.042324647
1453,9058,2.0,7.600000000000002,J,-0.761175,-0.65233016
1454,9921,-2.9000000000000004,0.5,J,-0.80746734,-0.61762315
1455,9726,24.0,18.5,J,-3.2954407,-0.04855535
1456,3250,23.000000000000025,23.0,J,-3.2085235,-0.053854883
1457,11220,5.0,-5.0,J,-1.1507666,-0.39869723
1458,682,-2.0,3.0,J,-3.138688,-0.05338398
1459,8041,5.0,0.28,J,-3.5173695,-0.039170563
1460,12595,6.0,4.0,F,-0.56933975,-0.8702126
1461,209,3.0,7.0,J,-1.1131635,-0.41552776
1462,6057,26.999999999999975,25.69999999999999,F,-0.40117225,-1.1666332
1463,1125,7.0,3.400000000000002,J,-3.3646588,-0.04708889
1464,12801,-2.0,-1.0000000000000002,J,-3.296878,-0.046737075
1465,12689,12.0,5.600000000000001,J,-0.7135283,-0.70227295
1466,3800,14.0,16.5,J,-3.2260542,-0.053193424
1467,4576,4.0,3.25,J,-1.6381538,-0.22708404
1468,482,6.6000000000000005,4.600000000000001,J,-3.0852833,-0.058633666
1469,14410,-8.0,-12.25,J,-2.999373,-0.06551965
1470,11337,13.0,22.0,J,-0.78744704,-0.6356983
1471,6830,13.83,7.3500000000000005,J,-3.223111,-0.049674194
1472,1305,10.200000000000001,15.25,J,-3.1911623,-0.050405677
1473,144,6.0,2.75,J,-0.9398278,-0.5174149
1474,10949,22.0,11.7,J,-3.1145208,-0.05421236
1475,1784,2.0,-1.5999999999999985,J,-1.4414219,-0.28305855
1476,5400,-9.0,-10.75,J,-0.8033452,-0.6156087
1477,1929,23.0,19.599999999999998,J,-0.8629339,-0.5737188
1478,14105,5.0,8.55,J,-3.3417003,-0.04953445
1479,12765,-4.000000000000001,3.25,J,-3.2015696,-0.052561805
1480,5314,15.899999999999995,21.0,J,-3.1833339,-0.05010382
1481,2577,28.75,30.6,J,-3.2561116,-0.051233865
1482,12515,24.0,16.000000000000004,J,-0.7860173,-0.6311864
1483,2670,15.879999999999999,14.599999999999989,J,-2.8729165,-0.07278029
1484,5950,16.0,23.47,J,-1.0140152,-0.47196192
1485,7772,20.0,24.2,J,-1.2330936,-0.3661808
1486,11744,-9.800000000000002,-13.700000000000001,J,-1.4512682,-0.28040034
1487,517,-10.0,-14.0,J,-0.82856834,-0.600827
1488,2461,15.0,15.79,J,-1.2971779,-0.33460778
1489,10352,11.0,11.120000000000003,J,-1.022934,-0.4653588
1490,13827,28.0,24.81,F,-0.4819517,-1.0075808
1491,13242,-4.799999999999992,-12.799999999999965,J,-0.95240617,-0.5138457
1492,11613,23.000000000000004,20.6,J,-0.7474121,-0.6710876
1493,2315,-10.0,-12.729999999999999,J,-1.1236502,-0.42097896
1494,2801,2.0,-4.6,J,-3.0345035,-0.06190821
1495,13167,30.0,30.700000000000003,J,-3.9077036,-0.026308425
1496,4174,17.0,17.66,J,-3.5546443,-0.03742501
1497,12592,-6.0,3.4000000000000004,J,-3.1150196,-0.0562963
1498,12789,15.000000000000004,15.899999999999995,F,-0.5399377,-0.9175774
1499,1606,-1.0,-0.899999999999982,J,-3.300689,-0.048306603
1500,11264,-8.0,4.199999999999999,J,-0.94252056,-0.5137637
1501,11704,-4.0,-11.799999999999965,J,-0.74156886,-0.6744951
1502,5079,-9.0,-7.800000000000002,J,-0.7637312,-0.65650386
1503,9815,15.0,13.25,J,-3.4058464,-0.041758392
1504,12686,-3.3500000000000005,-7.500000000000001,J,-3.0379424,-0.05816993
1505,6037,-10.0,-3.6999999999999997,J,-3.217961,-0.051531926
1506,7490,-5.0,-3.0,J,-3.3507593,-0.042760395
1507,9448,0.0,0.0,J,-0.81680745,-0.6109511
1508,2337,19.000000000000036,20.5,J,-3.181523,-0.054337777
1509,8109,29.0,26.8,F,-0.69532514,-0.71825725
1510,14366,28.0,32.400000000000006,J,-3.7289498,-0.030946156
1511,5605,-9.25,-9.80000000000001,J,-3.0659277,-0.06136549
1512,3521,4.0,-3.94,J,-1.2110983,-0.37159792
1513,10822,-7.0,-16.700000000000003,J,-0.887225,-0.5509289
1514,11465,15.2,8.499999999999996,J,-1.1667782,-0.3909832
1515,3629,22.0,16.799999999999986,F,-0.493064,-0.9849502
1516,12351,7.0,6.750000000000001,J,-1.1044539,-0.42378598
1517,11306,30.0,24.80000000000001,J,-3.6876974,-0.03393119
1518,12326,-1.23,-2.9999999999999556,J,-3.5378265,-0.03792579
1519,10296,9.75,22.25,J,-3.1876216,-0.05270555
1520,4691,-5.75,-4.970000000000001,J,-2.498535,-0.10364113
1521,6970,-0.75,1.62,J,-3.2748208,-0.05073791
1522,10022,14.0,15.0,F,-0.7016635,-0.7152858
1523,11025,1.0,-3.14,J,-3.0634449,-0.061037816
1524,11148,23.0,13.0,J,-0.7466339,-0.67243433
1525,6949,4.0,-1.6000000000000003,F,-0.5528378,-0.89094967
1526,11535,21.0,16.5,J,-3.3547733,-0.046465743
1527,8600,27.0,30.5,J,-3.2153335,-0.048721246
1528,12884,19.0,12.43,J,-3.3402028,-0.043566447
1529,10041,25.0,24.200000000000003,J,-3.802326,-0.02843268
1530,12393,30.0,19.200000000000003,J,-1.3106873,-0.32974172
1531,4142,25.200000000000003,32.6,F,-0.64440197,-0.77539855
1532,1056,-4.0,-13.25,J,-1.3228227,-0.32754713
1533,1933,-0.39999999999998714,0.0,J,-2.9633906,-0.0632537
1534,3991,29.399999999999977,25.0,F,-0.6666779,-0.7559324
1535,9564,-5.0,-0.8000000000000003,F,-0.70200574,-0.7132648
1536,6622,19.0,24.200000000000003,J,-3.421238,-0.04121215
1537,623,21.25,19.99999999999998,J,-3.2173855,-0.0536589
1538,6749,-4.0,2.8,J,-3.0838923,-0.057992358
1539,4344,17.000000000000007,10.600000000000039,J,-3.2990952,-0.050733835
1540,1694,25.0,22.740000000000002,J,-3.6689155,-0.034918692
1541,1883,20.0,10.290000000000001,F,-0.6441866,-0.7796007
1542,11047,20.0,15.5,J,-3.0614746,-0.05753617
1543,4400,19.200000000000003,24.599999999999987,F,-0.6429232,-0.7821291
1544,8926,26.000000000000004,29.0,J,-1.2005292,-0.37667653
1545,13857,24.00000000000005,35.5,J,-3.0689363,-0.058179278
1546,13350,23.0,20.05,J,-0.88733226,-0.5724537
1547,5710,7.8,10.5,J,-0.8634251,-0.5740822
1548,8882,17.90000000000002,19.0,J,-0.96119994,-0.50995743
1549,4318,30.0,30.0,J,-3.6637409,-0.03155988
1550,13316,-3.0,-1.0,J,-1.5962548,-0.23648132
1551,2656,12.0,14.599999999999973,J,-3.5086024,-0.04040215
1552,5839,-3.0,-4.25,J,-1.2086587,-0.37419942
1553,4336,-9.0,-16.0,J,-3.3156562,-0.044993754
1554,2861,2.0,5.25,J,-0.9893682,-0.4868714
1555,14055,28.800000000000004,23.750000000000004,J,-3.0336816,-0.06157491
1556,3796,8.0,12.0,J,-3.1413422,-0.05748396
1557,5360,-9.75,-1.4000000000000004,J,-3.0737188,-0.05561991
1558,5871,5.89,7.960000000000001,J,-0.89056885,-0.56554127
1559,6766,3.0,4.5,J,-3.1399095,-0.055769324
1560,9326,8.0,10.75,J,-3.216081,-0.050496515
1561,6561,21.0,31.75,J,-0.8564935,-0.5775074
1562,9394,-9.100000000000001,-9.0,J,-0.844034,-0.593847
1563,14283,12.0,18.499999999999986,J,-3.187688,-0.05256431
1564,6303,18.0,15.25,F,-0.6931083,-0.7240723
1565,2017,6.0,6.0,J,-1.3784932,-0.30124375
1566,55,2.0,-2.6000000000000023,J,-1.8372973,-0.18324274
1567,59,-10.0,-19.5,J,-3.2312305,-0.050661974
1568,12352,1.0,4.200000000000001,J,-3.104646,-0.057607204
1569,593,8.0,10.0,J,-3.1933064,-0.05154887
1570,659,18.0,24.75,F,-0.6847313,-0.732581
1571,13964,21.800000000000004,24.980000000000004,J,-2.8950355,-0.071347006
1572,14434,-2.0,1.0,J,-3.2082546,-0.051886566
1573,1953,8.0,3.999999999999999,J,-1.0349582,-0.45746848
1574,10666,17.0,18.250000000000004,F,-0.6083034,-0.81743854
1575,679,19.0,28.00000000000004,J,-3.4037535,-0.042065013
1576,9980,-10.0,-8.399999999999999,J,-0.81381893,-0.6107893
1577,7982,2.0,5.609999999999999,J,-3.803983,-0.03177993
1578,6044,3.0,-11.200000000000001,J,-1.2722297,-0.37109149
1579,1598,14.900000000000004,20.1,J,-3.3832505,-0.041812215
1580,2291,-5.999999999999998,-4.5,J,-0.9295636,-0.5261631
1581,10175,-3.0,-7.199999999999989,J,-3.313821,-0.04662085
1582,6026,-0.050000000000000044,-0.75,J,-0.8624551,-0.5695397
1583,8444,8.0,1.78,F,-0.6820592,-0.73596865
1584,14365,29.0,30.600000000000005,J,-3.7038,-0.031406168
1585,2138,26.0,27.5,J,-3.7702093,-0.02970042
1586,6670,24.0,17.100000000000037,J,-3.3392863,-0.046628907
1587,10157,18.75,12.2,J,-3.290847,-0.049102314
1588,11021,29.0,22.900000000000002,J,-3.69344,-0.033718538
1589,9974,9.0,0.9000000000000004,J,-3.0984511,-0.0591216
1590,10467,-4.0,-13.400000000000002,J,-1.3191363,-0.3310896
1591,14196,11.0,11.0,J,-3.176567,-0.055053834
1592,3955,7.0,12.299999999999999,J,-0.87610567,-0.57923824
1593,7278,-3.0000000000000036,-12.0,J,-3.182956,-0.05742399
1594,7129,5.0,9.4,J,-0.85480756,-0.58705395
1595,3829,1.0,-2.5,J,-0.8854855,-0.55360115
1596,11711,23.04,27.700000000000003,J,-3.4788857,-0.042240333
1597,12166,27.0,23.000000000000004,J,-1.6207317,-0.23216277
1598,11234,15.000000000000048,18.200000000000003,J,-0.87982285,-0.5685015
1599,4943,3.0,6.000000000000002,J,-0.88113916,-0.5567317
1600,12333,15.25,18.59999999999983,J,-1.2976012,-0.33516267
1601,11718,-1.0,3.55,J,-3.3762689,-0.04337166
1602,8817,10.200000000000024,16.0,J,-3.2623875,-0.05090272
1603,14253,28.0,24.8,J,-1.5187899,-0.26584116
1604,3518,30.0,36.0,F,-0.55829656,-0.882004
1605,8181,2.0,1.1,J,-3.3755577,-0.0435723
1606,13686,23.25,28.600000000000016,J,-2.9348307,-0.063395634
1607,8790,3.0,-2.55,J,-0.88318115,-0.5561587
1608,12206,-7.0,-2.799999999999981,J,-1.3578799,-0.31190902
1609,12924,-8.799999999999999,-8.200000000000001,J,-3.1415339,-0.05565173
1610,5997,0.09999999999999998,8.0,J,-0.86739135,-0.568216
1611,13376,19.0,19.15,J,-1.3493911,-0.31392583
1612,12488,-8.0,-8.6,J,-3.361482,-0.045423053
1613,6829,27.0,29.800000000000004,F,-0.6043088,-0.8259274
1614,10195,16.0,13.600000000000001,J,-3.2491686,-0.05477941
1615,2483,21.0,8.8,J,-1.3428297,-0.31670862
1616,3583,30.0,35.300000000000004,J,-3.6363187,-0.032646686
1617,9673,9.0,23.8,J,-3.2760289,-0.048747595
1618,340,13.75,10.000000000000002,J,-3.3504918,-0.047364894
1619,5615,30.0,31.0,J,-3.7554526,-0.030070858
1620,9633,-7.0,-8.0,J,-0.7880742,-0.6299321
1621,856,19.0,22.600000000000044,J,-1.2517594,-0.35449868
1622,12645,-8.0,-8.8,J,-3.0758305,-0.057945177
1623,9757,27.0,27.6,J,-3.1796436,-0.051372595
1624,4647,12.0,3.2000000000000357,J,-1.4184097,-0.29130402
1625,3453,-10.0,-11.000000000000002,J,-3.128357,-0.0580559
1626,4977,-5.999999999999998,-13.000000000000004,J,-3.3283675,-0.047949445
1627,5052,6.800000000000001,1.72,J,-3.4685526,-0.039664216
1628,5562,14.0,7.75,J,-3.3949716,-0.04311019
1629,5642,-7.0,-10.15,J,-0.8486833,-0.58098894
1630,14496,27.0,30.65,J,-3.2211215,-0.049546104
1631,4198,23.0,24.0,J,-3.7679064,-0.029661616
1632,1010,12.0,18.3,J,-1.0847601,-0.44852585
